longitude,latitude,details
-111.77252, 33.42268, "Burger King; USA"
-111.85746, 33.42215, "Burger King; USA"
-111.75307, 33.37917, "Burger King; USA"
-111.87450, 33.21811, "Burger King; USA"
-111.85911, 33.34938, "Burger King; USA"
-111.85859, 33.27723, "Burger King; USA"
-111.79033, 33.39358, "Burger King; USA"
-111.93562, 33.48027, "Burger King; USA"
-111.91988, 33.46583, "Burger King; USA"
-111.92654, 33.61211, "Burger King; USA"
-111.94853, 33.30526, "Burger King; USA"
-111.84009, 33.38908, "Burger King; USA"
-111.84163, 33.32080, "Burger King; USA"
-111.92659, 33.44275, "Burger King; USA"
-111.95563, 33.40720, "Burger King; USA"
-111.94036, 33.42192, "Burger King; USA"
-111.63356, 33.41539, "Burger King; USA"
-111.90598, 33.57474, "Burger King; USA"
-92.36679, 34.75281, "Burger King; USA"
-92.40078, 34.77232, "Burger King; USA"
-92.41099, 34.75059, "Burger King; USA"
-92.26411, 34.75592, "Burger King; USA"
-92.34223, 34.72221, "Burger King; USA"
-92.33964, 34.67535, "Burger King; USA"
-92.31763, 34.75140, "Burger King; USA"
-92.34118, 34.75221, "Burger King; USA"
-92.27264, 34.79339, "Burger King; USA"
-92.41089, 34.71030, "Burger King; USA"
-85.53909, 38.21552, "Burger King; USA"
-85.54361, 38.30056, "Burger King; USA"
-85.77434, 38.14181, "Burger King; USA"
-85.80677, 38.19403, "Burger King; USA"
-85.75103, 38.20545, "Burger King; USA"
-85.79548, 38.24945, "Burger King; USA"
-84.56268, 38.18769, "Burger King; USA"
-85.65015, 38.25247, "Burger King; USA"
-85.83714, 38.14999, "Burger King; USA"
-85.70543, 38.16771, "Burger King; USA"
-85.66814, 38.08719, "Burger King; USA"
-122.67724, 45.52307, "Burger King; USA"
-122.68997, 45.46980, "Burger King; USA"
-122.62692, 45.53495, "Burger King; USA"
-123.02944, 44.88076, "Burger King; USA"
-123.04099, 44.90384, "Burger King; USA"
-122.97947, 44.91438, "Burger King; USA"
-123.02656, 44.97830, "Burger King; USA"
-123.05171, 44.95050, "Burger King; USA"
-122.98353, 44.96294, "Burger King; USA"
-122.98295, 44.94094, "Burger King; USA"
-122.86475, 45.53485, "Burger King; USA"
-122.62943, 45.41287, "Burger King; USA"
-122.47727, 45.53984, "Burger King; USA"
-122.57900, 45.45514, "Burger King; USA"
-122.57877, 45.49455, "Burger King; USA"
-123.30629, 44.93015, "Burger King; USA"
-122.87752, 45.14997, "Burger King; USA"
-122.83347, 45.14870, "Burger King; USA"
-90.01361, 29.92093, "Burger King; USA"
-90.10576, 29.96871, "Burger King; USA"
-90.10552, 29.98361, "Burger King; USA"
-90.07651, 29.93753, "Burger King; USA"
-90.07770, 29.95592, "Burger King; USA"
-90.18477, 29.96330, "Burger King; USA"
-90.08773, 29.96591, "Burger King; USA"
-90.12008, 29.95610, "Burger King; USA"
-90.03694, 30.00500, "Burger King; USA"
-90.04889, 29.97286, "Burger King; USA"
-106.64572, 35.09057, "Burger King; USA"
-106.67061, 35.10456, "Burger King; USA"
-106.60408, 35.10222, "Burger King; USA"
-106.56886, 35.08758, "Burger King; USA"
-106.51745, 35.13071, "Burger King; USA"
-106.65664, 35.19374, "Burger King; USA"
-106.55110, 35.14016, "Burger King; USA"
-106.68038, 35.02619, "Burger King; USA"
-106.58632, 35.14554, "Burger King; USA"
-106.65701, 35.23664, "Burger King; USA"
-117.65627, 47.63259, "Burger King; USA"
-117.64908, 47.63758, "Burger King; USA"
-117.57664, 47.64291, "Burger King; USA"
-117.43789, 47.71541, "Burger King; USA"
-117.41114, 47.67311, "Burger King; USA"
-117.40877, 47.74207, "Burger King; USA"
-117.28283, 47.67523, "Burger King; USA"
-117.23563, 47.65709, "Burger King; USA"
-122.32839, 37.98322, "Burger King; USA"
-122.30209, 37.99158, "Burger King; USA"
-122.33166, 37.94914, "Burger King; USA"
-122.26108, 38.02123, "Burger King; USA"
-122.12852, 37.70524, "Burger King; USA"
-122.29384, 37.83689, "Burger King; USA"
-122.02115, 37.58854, "Burger King; USA"
-121.92787, 37.49088, "Burger King; USA"
-122.27658, 37.77831, "Burger King; USA"
-122.23121, 37.77459, "Burger King; USA"
-122.24554, 37.78787, "Burger King; USA"
-122.19570, 37.74474, "Burger King; USA"
-122.08546, 37.69461, "Burger King; USA"
-122.17770, 37.76645, "Burger King; USA"
-121.95855, 37.53277, "Burger King; USA"
-122.11759, 37.66573, "Burger King; USA"
-122.05282, 37.55194, "Burger King; USA"
-121.98026, 37.55313, "Burger King; USA"
-122.00031, 37.53400, "Burger King; USA"
-121.99746, 37.52522, "Burger King; USA"
-122.04676, 37.62939, "Burger King; USA"
-122.10114, 37.63800, "Burger King; USA"
-122.10488, 37.65435, "Burger King; USA"
-97.82274, 30.17372, "Burger King; USA"
-97.74286, 30.23173, "Burger King; USA"
-97.77269, 30.19136, "Burger King; USA"
-97.75457, 30.21714, "Burger King; USA"
-97.72073, 30.23687, "Burger King; USA"
-97.75202, 30.30708, "Burger King; USA"
-97.74116, 30.29206, "Burger King; USA"
-97.73496, 30.39694, "Burger King; USA"
-97.69591, 30.36499, "Burger King; USA"
-97.82226, 30.23383, "Burger King; USA"
-84.49014, 39.14572, "Burger King; USA"
-84.37548, 39.08398, "Burger King; USA"
-84.60166, 39.12202, "Burger King; USA"
-84.62773, 39.15130, "Burger King; USA"
-84.44800, 39.28584, "Burger King; USA"
-84.38057, 39.19715, "Burger King; USA"
-84.37764, 39.19995, "Burger King; USA"
-84.61374, 39.09471, "Burger King; USA"
-84.54564, 39.21743, "Burger King; USA"
-84.51727, 39.22318, "Burger King; USA"
-93.62532, 41.58574, "Burger King; USA"
-93.61969, 41.60033, "Burger King; USA"
-93.56897, 41.62765, "Burger King; USA"
-93.59637, 41.58970, "Burger King; USA"
-93.60022, 41.64779, "Burger King; USA"
-93.55833, 41.60058, "Burger King; USA"
-93.69805, 41.65072, "Burger King; USA"
-93.64621, 41.61441, "Burger King; USA"
-93.71822, 41.59764, "Burger King; USA"
-93.59680, 41.55199, "Burger King; USA"
-73.61976, 40.85841, "Burger King; USA"
-110.97814, 32.28892, "Burger King; USA"
-110.99357, 32.17802, "Burger King; USA"
-110.89263, 32.30858, "Burger King; USA"
-110.91772, 32.17801, "Burger King; USA"
-110.98374, 32.22955, "Burger King; USA"
-110.90024, 32.20701, "Burger King; USA"
-110.92210, 32.48361, "Burger King; USA"
-110.87477, 32.25061, "Burger King; USA"
-110.85767, 32.22123, "Burger King; USA"
-110.94110, 32.16321, "Burger King; USA"
-80.41161, 37.12744, "Burger King; USA"
-80.42260, 37.16495, "Burger King; USA"
-78.18835, 38.91149, "Burger King; USA"
-80.58139, 37.14365, "Burger King; USA"
-78.18373, 39.16244, "Burger King; USA"
-80.69040, 37.08260, "Burger King; USA"
-80.68796, 37.09303, "Burger King; USA"
-78.14328, 39.21477, "Burger King; USA"
-80.80855, 37.34051, "Burger King; USA"
-78.21360, 39.08212, "Burger King; USA"
-80.41627, 37.23414, "Burger King; USA"
-123.13353, 44.04788, "Burger King; USA"
-123.09047, 44.06381, "Burger King; USA"
-123.12897, 44.09957, "Burger King; USA"
-122.99814, 44.05969, "Burger King; USA"
-122.92726, 44.04571, "Burger King; USA"
-123.05395, 43.78711, "Burger King; USA"
-119.75447, 36.77255, "Burger King; USA"
-119.77945, 36.80845, "Burger King; USA"
-119.74496, 36.73583, "Burger King; USA"
-119.69946, 36.70850, "Burger King; USA"
-119.85541, 36.80833, "Burger King; USA"
-119.91424, 36.83327, "Burger King; USA"
-119.86245, 36.77154, "Burger King; USA"
-119.75401, 36.83813, "Burger King; USA"
-119.70030, 36.75135, "Burger King; USA"
-119.79998, 36.73050, "Burger King; USA"
-119.64943, 36.32802, "Burger King; USA"
-119.54574, 36.60486, "Burger King; USA"
-119.33508, 36.22505, "Burger King; USA"
-119.31371, 36.30324, "Burger King; USA"
-119.33158, 36.32634, "Burger King; USA"
-119.04171, 36.08048, "Burger King; USA"
-119.02630, 36.05089, "Burger King; USA"
-119.63128, 36.57637, "Burger King; USA"
-119.56594, 36.51790, "Burger King; USA"
-80.20345, 26.35347, "Burger King; USA"
-80.07703, 26.69104, "Burger King; USA"
-80.08866, 26.75908, "Burger King; USA"
-80.08825, 26.66499, "Burger King; USA"
-80.10548, 26.70693, "Burger King; USA"
-80.05834, 26.85306, "Burger King; USA"
-80.15134, 26.70814, "Burger King; USA"
-80.23001, 26.70641, "Burger King; USA"
-80.05323, 26.72364, "Burger King; USA"
-80.07635, 26.80865, "Burger King; USA"
-80.11233, 26.65086, "Burger King; USA"
-118.16853, 33.85691, "Burger King; USA"
-118.16320, 33.83234, "Burger King; USA"
-118.12532, 33.80973, "Burger King; USA"
-118.19313, 33.77195, "Burger King; USA"
-117.96037, 33.91667, "Burger King; USA"
-77.69124, 43.20437, "Burger King; USA"
-77.60425, 43.15072, "Burger King; USA"
-77.70918, 43.14569, "Burger King; USA"
-77.64641, 43.16464, "Burger King; USA"
-77.49352, 43.13382, "Burger King; USA"
-77.60673, 43.08724, "Burger King; USA"
-77.62220, 43.11518, "Burger King; USA"
-77.60164, 43.19572, "Burger King; USA"
-77.67008, 43.13899, "Burger King; USA"
-77.64680, 43.25130, "Burger King; USA"
-82.95253, 42.60219, "Burger King; USA"
-82.98833, 42.52379, "Burger King; USA"
-83.05221, 42.62334, "Burger King; USA"
-82.97380, 42.64130, "Burger King; USA"
-82.99312, 42.62521, "Burger King; USA"
-83.00658, 42.49271, "Burger King; USA"
-83.02663, 42.46296, "Burger King; USA"
-83.07759, 42.44741, "Burger King; USA"
-82.98674, 42.47892, "Burger King; USA"
-82.96732, 42.50887, "Burger King; USA"
-83.08722, 42.56401, "Burger King; USA"
-83.03045, 42.58860, "Burger King; USA"
-90.17512, 32.35131, "Burger King; USA"
-90.22428, 32.25343, "Burger King; USA"
-90.26115, 32.26933, "Burger King; USA"
-90.14720, 32.36681, "Burger King; USA"
-112.10864, 33.50954, "Burger King; USA"
-112.01379, 33.46576, "Burger King; USA"
-112.07379, 33.47621, "Burger King; USA"
-112.07254, 33.44836, "Burger King; USA"
-112.04882, 33.43678, "Burger King; USA"
-112.04736, 33.48023, "Burger King; USA"
-111.99582, 33.43491, "Burger King; USA"
-112.13538, 33.45141, "Burger King; USA"
-111.72858, 33.60963, "Burger King; USA"
-112.18439, 33.61074, "Burger King; USA"
-112.03363, 33.49464, "Burger King; USA"
-111.98904, 33.48030, "Burger King; USA"
-96.73128, 43.52388, "Burger King; USA"
-96.75869, 43.54393, "Burger King; USA"
-96.71132, 43.60323, "Burger King; USA"
-96.73182, 43.56397, "Burger King; USA"
-96.70879, 43.54667, "Burger King; USA"
-96.75625, 43.51483, "Burger King; USA"
-96.77459, 43.51485, "Burger King; USA"
-96.79106, 43.51482, "Burger King; USA"
-96.77943, 43.51124, "Burger King; USA"
-96.67347, 43.52915, "Burger King; USA"
-89.44697, 43.07527, "Burger King; USA"
-89.34784, 43.10118, "Burger King; USA"
-89.39389, 43.03835, "Burger King; USA"
-89.22662, 43.18745, "Burger King; USA"
-89.50137, 43.05659, "Burger King; USA"
-89.38340, 42.93870, "Burger King; USA"
-89.37358, 43.24924, "Burger King; USA"
-89.46338, 43.19172, "Burger King; USA"
-74.68574, 40.24780, "Burger King; USA"
-74.71558, 40.23256, "Burger King; USA"
-74.76376, 40.24587, "Burger King; USA"
-74.71103, 40.20623, "Burger King; USA"
-74.62159, 40.00945, "Burger King; USA"
-74.79869, 40.32920, "Burger King; USA"
-74.71202, 40.19103, "Burger King; USA"
-93.22718, 45.00021, "Burger King; USA"
-93.26861, 44.97665, "Burger King; USA"
-93.28232, 45.01308, "Burger King; USA"
-93.21821, 44.91925, "Burger King; USA"
-93.24761, 45.00512, "Burger King; USA"
-93.27792, 44.94232, "Burger King; USA"
-93.27575, 44.86247, "Burger King; USA"
-82.91289, 39.91729, "Burger King; USA"
-82.87820, 39.95550, "Burger King; USA"
-83.02634, 40.02509, "Burger King; USA"
-82.96263, 40.03706, "Burger King; USA"
-83.03881, 39.95758, "Burger King; USA"
-83.09833, 39.95383, "Burger King; USA"
-83.02749, 39.98775, "Burger King; USA"
-82.99605, 39.89294, "Burger King; USA"
-82.97015, 40.08659, "Burger King; USA"
-83.14936, 39.98132, "Burger King; USA"
-86.74791, 36.18482, "Burger King; USA"
-86.85142, 36.15206, "Burger King; USA"
-86.81055, 36.10429, "Burger King; USA"
-86.79555, 36.15993, "Burger King; USA"
-86.64859, 36.08688, "Burger King; USA"
-86.77915, 36.13335, "Burger King; USA"
-86.92248, 36.07414, "Burger King; USA"
-86.70394, 36.08473, "Burger King; USA"
-86.74390, 36.10842, "Burger King; USA"
-86.68274, 36.16902, "Burger King; USA"
-85.65361, 43.00282, "Burger King; USA"
-85.66751, 42.94933, "Burger King; USA"
-85.63971, 42.97200, "Burger King; USA"
-85.66541, 42.97049, "Burger King; USA"
-85.65082, 42.91279, "Burger King; USA"
-85.64501, 42.86825, "Burger King; USA"
-85.66501, 42.89157, "Burger King; USA"
-85.69810, 42.98586, "Burger King; USA"
-85.67830, 42.96621, "Burger King; USA"
-85.56856, 42.91101, "Burger King; USA"
-117.13402, 32.69384, "Burger King; USA"
-117.13317, 32.75521, "Burger King; USA"
-117.10599, 32.74998, "Burger King; USA"
-117.06933, 32.64741, "Burger King; USA"
-117.06686, 32.60842, "Burger King; USA"
-117.02073, 32.63599, "Burger King; USA"
-117.15514, 32.71781, "Burger King; USA"
-117.06239, 32.56056, "Burger King; USA"
-112.15160, 33.87121, "Burger King; USA"
-112.20273, 33.58174, "Burger King; USA"
-112.25526, 33.58069, "Burger King; USA"
-112.22473, 33.63964, "Burger King; USA"
-112.24024, 33.60992, "Burger King; USA"
-112.20313, 33.66807, "Burger King; USA"
-112.16872, 33.56751, "Burger King; USA"
-112.26717, 33.50848, "Burger King; USA"
-112.22016, 33.53798, "Burger King; USA"
-112.18525, 33.50968, "Burger King; USA"
-112.35557, 33.53863, "Burger King; USA"
-112.15397, 33.53843, "Burger King; USA"
-112.22392, 33.63831, "Burger King; USA"
-118.12091, 34.09795, "Burger King; USA"
-118.07357, 34.09998, "Burger King; USA"
-118.09086, 34.06277, "Burger King; USA"
-117.98010, 34.06942, "Burger King; USA"
-117.97488, 34.03509, "Burger King; USA"
-118.07340, 34.14110, "Burger King; USA"
-118.06656, 34.06284, "Burger King; USA"
-118.15018, 34.13529, "Burger King; USA"
-118.02334, 34.07338, "Burger King; USA"
-118.04991, 34.04077, "Burger King; USA"
-118.03513, 34.10774, "Burger King; USA"
-88.11972, 41.70401, "Burger King; USA"
-88.10318, 41.83247, "Burger King; USA"
-88.19188, 41.76387, "Burger King; USA"
-88.11501, 41.75005, "Burger King; USA"
-88.14839, 41.76963, "Burger King; USA"
-88.31953, 41.72632, "Burger King; USA"
-88.28114, 41.75641, "Burger King; USA"
-88.18819, 41.70996, "Burger King; USA"
-88.08124, 41.78561, "Burger King; USA"
-88.02114, 41.80802, "Burger King; USA"
-73.42474, 40.87439, "Burger King; USA"
-122.11420, 37.39327, "Burger King; USA"
-122.02996, 37.36577, "Burger King; USA"
-93.11427, 44.95584, "Burger King; USA"
-93.14270, 44.91687, "Burger King; USA"
-93.08082, 44.93239, "Burger King; USA"
-93.08057, 44.89617, "Burger King; USA"
-93.10628, 45.04270, "Burger King; USA"
-93.10590, 44.99286, "Burger King; USA"
-93.16683, 45.00578, "Burger King; USA"
-92.97076, 44.92691, "Burger King; USA"
-92.96335, 44.96315, "Burger King; USA"
-93.06508, 44.97752, "Burger King; USA"
-118.46683, 34.41563, "Burger King; USA"
-117.90918, 34.90936, "Burger King; USA"
-118.56331, 34.37828, "Burger King; USA"
-118.53750, 34.42675, "Burger King; USA"
-118.08261, 34.58017, "Burger King; USA"
-118.62276, 34.49685, "Burger King; USA"
-119.00290, 35.38900, "Burger King; USA"
-119.03944, 35.36868, "Burger King; USA"
-118.91330, 35.35438, "Burger King; USA"
-118.93530, 35.37596, "Burger King; USA"
-119.18695, 35.52885, "Burger King; USA"
-119.05788, 35.41239, "Burger King; USA"
-119.09107, 35.31834, "Burger King; USA"
-118.18423, 34.60178, "Burger King; USA"
-118.20369, 34.66016, "Burger King; USA"
-118.17424, 35.05423, "Burger King; USA"
-119.03035, 35.31780, "Burger King; USA"
-119.09435, 35.35443, "Burger King; USA"
-118.97110, 35.39748, "Burger King; USA"
-118.15550, 34.67525, "Burger King; USA"
-117.98197, 34.52111, "Burger King; USA"
-118.15144, 34.70397, "Burger King; USA"
-115.28138, 36.19929, "Burger King; USA"
-115.11836, 36.05926, "Burger King; USA"
-115.17234, 36.05510, "Burger King; USA"
-115.10032, 36.04319, "Burger King; USA"
-115.15273, 36.15104, "Burger King; USA"
-115.13795, 36.15886, "Burger King; USA"
-115.11729, 36.17398, "Burger King; USA"
-115.06549, 36.14255, "Burger King; USA"
-115.08476, 36.13113, "Burger King; USA"
-115.06221, 36.19467, "Burger King; USA"
-115.10058, 36.09998, "Burger King; USA"
-115.05157, 36.10170, "Burger King; USA"
-115.12171, 36.14413, "Burger King; USA"
-115.03998, 36.05611, "Burger King; USA"
-114.97466, 36.03381, "Burger King; USA"
-115.07737, 36.15873, "Burger King; USA"
-115.09195, 36.24026, "Burger King; USA"
-115.17772, 36.17957, "Burger King; USA"
-115.12791, 36.19673, "Burger King; USA"
-115.16577, 36.23940, "Burger King; USA"
-115.13732, 36.12514, "Burger King; USA"
-115.18733, 36.10101, "Burger King; USA"
-115.19012, 36.14423, "Burger King; USA"
-115.12181, 36.02050, "Burger King; USA"
-77.07150, 38.89609, "Burger King; USA"
-77.09431, 38.86069, "Burger King; USA"
-77.13555, 38.77173, "Burger King; USA"
-80.82648, 35.21360, "Burger King; USA"
-80.84072, 35.22517, "Burger King; USA"
-80.83110, 35.14798, "Burger King; USA"
-80.80228, 35.25459, "Burger King; USA"
-80.85409, 35.26918, "Burger King; USA"
-80.89747, 35.22442, "Burger King; USA"
-80.88146, 35.26568, "Burger King; USA"
-80.86787, 35.19883, "Burger King; USA"
-80.72365, 35.20289, "Burger King; USA"
-80.73672, 35.13968, "Burger King; USA"
-84.95680, 32.53086, "Burger King; USA"
-84.96212, 32.46911, "Burger King; USA"
-84.97369, 32.50540, "Burger King; USA"
-84.98753, 32.46905, "Burger King; USA"
-84.93617, 32.48462, "Burger King; USA"
-84.95479, 32.51901, "Burger King; USA"
-84.94310, 32.50577, "Burger King; USA"
-84.92420, 32.46340, "Burger King; USA"
-84.96593, 32.36986, "Burger King; USA"
-84.94347, 32.41585, "Burger King; USA"
-85.25098, 34.95378, "Burger King; USA"
-122.74159, 38.42929, "Burger King; USA"
-122.25522, 38.12350, "Burger King; USA"
-122.23141, 38.10567, "Burger King; USA"
-122.77103, 38.45254, "Burger King; USA"
-122.71220, 38.43597, "Burger King; USA"
-122.73133, 38.45919, "Burger King; USA"
-122.16484, 38.06571, "Burger King; USA"
-122.19373, 38.08354, "Burger King; USA"
-122.83887, 38.40790, "Burger King; USA"
-122.78741, 38.52637, "Burger King; USA"
-122.12710, 38.22097, "Burger King; USA"
-87.80723, 41.95875, "Burger King; USA"
-87.80586, 41.91163, "Burger King; USA"
-87.75176, 41.85121, "Burger King; USA"
-95.36421, 29.75967, "Burger King; USA"
-95.36058, 29.76216, "Burger King; USA"
-95.21377, 29.77083, "Burger King; USA"
-95.19418, 29.69129, "Burger King; USA"
-95.40594, 29.70630, "Burger King; USA"
-95.39194, 29.74463, "Burger King; USA"
-95.41867, 29.72698, "Burger King; USA"
-95.44634, 29.73263, "Burger King; USA"
-95.36112, 29.80230, "Burger King; USA"
-95.37636, 29.70217, "Burger King; USA"
-95.35159, 29.72211, "Burger King; USA"
-95.42933, 29.81452, "Burger King; USA"
-95.27835, 29.71449, "Burger King; USA"
-95.24168, 29.64194, "Burger King; USA"
-95.23279, 29.67577, "Burger King; USA"
-95.22968, 29.62552, "Burger King; USA"
-95.18590, 29.66513, "Burger King; USA"
-117.88599, 33.83944, "Burger King; USA"
-117.99728, 33.88249, "Burger King; USA"
-117.99746, 33.85293, "Burger King; USA"
-117.95472, 33.72908, "Burger King; USA"
-117.93123, 33.78474, "Burger King; USA"
-117.95485, 33.75981, "Burger King; USA"
-117.91927, 33.68481, "Burger King; USA"
-117.86760, 33.75069, "Burger King; USA"
-117.92019, 33.74613, "Burger King; USA"
-117.95851, 33.78274, "Burger King; USA"
-117.90801, 33.81793, "Burger King; USA"
-117.74318, 33.86772, "Burger King; USA"
-117.88422, 33.76011, "Burger King; USA"
-117.82216, 33.72684, "Burger King; USA"
-117.88575, 33.70953, "Burger King; USA"
-117.93801, 33.80312, "Burger King; USA"
-117.84311, 33.73373, "Burger King; USA"
-117.83662, 33.75979, "Burger King; USA"
-117.81572, 33.74452, "Burger King; USA"
-117.78837, 33.72920, "Burger King; USA"
-117.98932, 33.72493, "Burger King; USA"
-117.88950, 33.87423, "Burger King; USA"
-117.92437, 33.85908, "Burger King; USA"
-117.97491, 33.85905, "Burger King; USA"
-118.02978, 33.78228, "Burger King; USA"
-117.94148, 33.82594, "Burger King; USA"
-117.98815, 33.67568, "Burger King; USA"
-117.95410, 33.68401, "Burger King; USA"
-117.88075, 33.78787, "Burger King; USA"
-117.90153, 33.91705, "Burger King; USA"
-117.83616, 33.83423, "Burger King; USA"
-78.74373, 42.97852, "Burger King; USA"
-78.78588, 43.00237, "Burger King; USA"
-78.82404, 42.83468, "Burger King; USA"
-78.88984, 42.93780, "Burger King; USA"
-78.86761, 42.94765, "Burger King; USA"
-78.87248, 42.98137, "Burger King; USA"
-78.87652, 42.92271, "Burger King; USA"
-78.89455, 42.90027, "Burger King; USA"
-78.86613, 42.91075, "Burger King; USA"
-78.83517, 42.89386, "Burger King; USA"
-76.88068, 40.28214, "Burger King; USA"
-76.78810, 40.32261, "Burger King; USA"
-76.83378, 40.25488, "Burger King; USA"
-76.81530, 40.27887, "Burger King; USA"
-76.78211, 40.33338, "Burger King; USA"
-76.98001, 40.23883, "Burger King; USA"
-76.93730, 40.22442, "Burger King; USA"
-76.88803, 40.24131, "Burger King; USA"
-73.84624, 40.87708, "Burger King; USA"
-73.89658, 40.86239, "Burger King; USA"
-73.88332, 40.88091, "Burger King; USA"
-73.85644, 40.89521, "Burger King; USA"
-79.71349, 40.45091, "Burger King; USA"
-82.68150, 27.77098, "Burger King; USA"
-82.73233, 27.79176, "Burger King; USA"
-82.63860, 27.80676, "Burger King; USA"
-82.67945, 27.80563, "Burger King; USA"
-82.72819, 27.83909, "Burger King; USA"
-82.70695, 27.87215, "Burger King; USA"
-82.64690, 27.84330, "Burger King; USA"
-82.67922, 27.72679, "Burger King; USA"
-76.22571, 36.82087, "Burger King; USA"
-76.24470, 36.74520, "Burger King; USA"
-76.31775, 36.93005, "Burger King; USA"
-76.20987, 36.86033, "Burger King; USA"
-76.23413, 36.69987, "Burger King; USA"
-76.41190, 36.82380, "Burger King; USA"
-76.27178, 36.75322, "Burger King; USA"
-76.45911, 37.08495, "Burger King; USA"
-76.27524, 36.85252, "Burger King; USA"
-76.33293, 37.02525, "Burger King; USA"
-76.39117, 37.04678, "Burger King; USA"
-76.37762, 37.04800, "Burger King; USA"
-76.42123, 37.03087, "Burger King; USA"
-76.32786, 37.05646, "Burger King; USA"
-76.53692, 37.12885, "Burger King; USA"
-76.52951, 37.15028, "Burger King; USA"
-76.47240, 37.11190, "Burger King; USA"
-76.57833, 37.15762, "Burger King; USA"
-117.12003, 33.13529, "Burger King; USA"
-117.36979, 33.20132, "Burger King; USA"
-117.32685, 33.17969, "Burger King; USA"
-117.37859, 33.19310, "Burger King; USA"
-117.24639, 33.16593, "Burger King; USA"
-117.33232, 33.22504, "Burger King; USA"
-117.33675, 33.18319, "Burger King; USA"
-117.10200, 33.11324, "Burger King; USA"
-117.07606, 33.10371, "Burger King; USA"
-117.24694, 33.20032, "Burger King; USA"
-117.26069, 33.05108, "Burger King; USA"
-93.46391, 45.01210, "Burger King; USA"
-93.32203, 45.05983, "Burger King; USA"
-80.25250, 27.19079, "Burger King; USA"
-80.29464, 27.17240, "Burger King; USA"
-80.21493, 27.19644, "Burger King; USA"
-80.30712, 27.30309, "Burger King; USA"
-80.37392, 27.26060, "Burger King; USA"
-80.32589, 27.37552, "Burger King; USA"
-80.32586, 27.37435, "Burger King; USA"
-80.40219, 27.31180, "Burger King; USA"
-87.70513, 41.84271, "Burger King; USA"
-87.78846, 41.95293, "Burger King; USA"
-87.52649, 41.70359, "Burger King; USA"
-87.75033, 41.95584, "Burger King; USA"
-87.69049, 41.96859, "Burger King; USA"
-87.66359, 41.92509, "Burger King; USA"
-87.68554, 41.82579, "Burger King; USA"
-119.78917, 39.51411, "Burger King; USA"
-119.79189, 39.55703, "Burger King; USA"
-119.81473, 39.52717, "Burger King; USA"
-119.82808, 39.52610, "Burger King; USA"
-119.86643, 39.53353, "Burger King; USA"
-119.79158, 39.55719, "Burger King; USA"
-119.77823, 39.45297, "Burger King; USA"
-95.74789, 39.46318, "Burger King; USA"
-95.23305, 38.98779, "Burger King; USA"
-95.24775, 38.97315, "Burger King; USA"
-95.25048, 38.94276, "Burger King; USA"
-111.93811, 40.77150, "Burger King; USA"
-111.88459, 40.76038, "Burger King; USA"
-111.87472, 40.76071, "Burger King; USA"
-111.84991, 40.69989, "Burger King; USA"
-111.88905, 40.72578, "Burger King; USA"
-111.88449, 40.69986, "Burger King; USA"
-111.83690, 40.77302, "Burger King; USA"
-112.02355, 40.69702, "Burger King; USA"
-111.93896, 40.72568, "Burger King; USA"
-111.93891, 40.69718, "Burger King; USA"
-77.47722, 37.50470, "Burger King; USA"
-77.43862, 37.52439, "Burger King; USA"
-77.50701, 37.50436, "Burger King; USA"
-77.44374, 37.56639, "Burger King; USA"
-77.39637, 37.57613, "Burger King; USA"
-77.49189, 37.58023, "Burger King; USA"
-77.52307, 37.61752, "Burger King; USA"
-77.36012, 37.54771, "Burger King; USA"
-77.56670, 37.59351, "Burger King; USA"
-77.54870, 37.63600, "Burger King; USA"
-118.87591, 34.18193, "Burger King; USA"
-118.83820, 34.16228, "Burger King; USA"
-119.03900, 34.21820, "Burger King; USA"
-119.19462, 34.17769, "Burger King; USA"
-118.84404, 34.21145, "Burger King; USA"
-118.77808, 34.27156, "Burger King; USA"
-118.91474, 34.39660, "Burger King; USA"
-118.73907, 34.27900, "Burger King; USA"
-119.30117, 34.28111, "Burger King; USA"
-119.21417, 34.27808, "Burger King; USA"
-119.17730, 34.22022, "Burger King; USA"
-119.15016, 34.22379, "Burger King; USA"
-101.88634, 35.16324, "Burger King; USA"
-101.86653, 35.19524, "Burger King; USA"
-101.88934, 35.16576, "Burger King; USA"
-101.88454, 35.19181, "Burger King; USA"
-101.83007, 35.22209, "Burger King; USA"
-101.81671, 35.19731, "Burger King; USA"
-101.87051, 33.53143, "Burger King; USA"
-101.85960, 33.54882, "Burger King; USA"
-101.86812, 33.57783, "Burger King; USA"
-101.87052, 33.59347, "Burger King; USA"
-101.90196, 33.51975, "Burger King; USA"
-101.88636, 33.53344, "Burger King; USA"
-101.94786, 33.57784, "Burger King; USA"
-101.92242, 33.54769, "Burger King; USA"
-102.36775, 33.57940, "Burger King; USA"
-157.70686, 21.28620, "Burger King; USA"
-157.91863, 21.33583, "Burger King; USA"
-157.87697, 21.32475, "Burger King; USA"
-157.82263, 21.29253, "Burger King; USA"
-83.69214, 42.94539, "Burger King; USA"
-83.73331, 43.00370, "Burger King; USA"
-83.63258, 42.92965, "Burger King; USA"
-83.73147, 42.99302, "Burger King; USA"
-83.73314, 43.04890, "Burger King; USA"
-83.76815, 43.06060, "Burger King; USA"
-83.77421, 43.00201, "Burger King; USA"
-83.65340, 42.99072, "Burger King; USA"
