longitude,latitude,details
-83.63429, 43.03317, "Burger King; USA"
-83.69416, 43.08809, "Burger King; USA"
-82.43116, 27.99606, "Burger King; USA"
-82.52149, 27.94492, "Burger King; USA"
-82.34010, 27.94669, "Burger King; USA"
-82.51867, 27.89363, "Burger King; USA"
-82.50569, 27.96564, "Burger King; USA"
-82.45961, 28.08790, "Burger King; USA"
-82.45108, 28.05457, "Burger King; USA"
-82.39544, 28.05431, "Burger King; USA"
-82.39336, 28.03255, "Burger King; USA"
-82.42543, 28.03256, "Burger King; USA"
-88.16127, 41.57923, "Burger King; USA"
-89.03475, 42.32605, "Burger King; USA"
-88.97565, 42.24208, "Burger King; USA"
-88.96997, 42.27035, "Burger King; USA"
-87.98906, 41.51947, "Burger King; USA"
-89.02692, 42.31821, "Burger King; USA"
-88.12469, 41.52496, "Burger King; USA"
-88.07244, 41.52789, "Burger King; USA"
-88.16907, 41.49537, "Burger King; USA"
-88.12591, 41.55281, "Burger King; USA"
-88.07664, 41.52495, "Burger King; USA"
-88.19774, 41.52153, "Burger King; USA"
-89.02877, 42.22667, "Burger King; USA"
-89.07479, 42.31575, "Burger King; USA"
-89.07873, 42.26690, "Burger King; USA"
-89.10247, 42.28843, "Burger King; USA"
-89.07225, 42.24040, "Burger King; USA"
-94.57596, 39.24385, "Burger King; USA"
-94.54855, 39.20262, "Burger King; USA"
-94.47728, 39.15395, "Burger King; USA"
-94.55840, 39.14534, "Burger King; USA"
-94.55869, 39.14533, "Burger King; USA"
-94.58563, 39.06458, "Burger King; USA"
-94.57289, 39.04169, "Burger King; USA"
-97.16942, 32.75524, "Burger King; USA"
-97.42564, 32.81040, "Burger King; USA"
-97.11443, 32.75763, "Burger King; USA"
-97.08275, 32.83713, "Burger King; USA"
-97.11502, 32.68932, "Burger King; USA"
-97.29993, 32.83992, "Burger King; USA"
-97.25994, 32.88716, "Burger King; USA"
-97.18400, 32.64555, "Burger King; USA"
-97.19770, 32.67613, "Burger King; USA"
-97.35774, 32.72584, "Burger King; USA"
-97.13406, 32.66739, "Burger King; USA"
-118.28881, 34.17061, "Burger King; USA"
-118.25818, 34.15299, "Burger King; USA"
-118.25573, 34.23400, "Burger King; USA"
-118.31234, 34.25966, "Burger King; USA"
-118.52351, 34.26489, "Burger King; USA"
-118.25798, 34.12689, "Burger King; USA"
-118.56149, 34.23548, "Burger King; USA"
-118.59742, 34.16845, "Burger King; USA"
-118.50252, 34.23436, "Burger King; USA"
-121.79952, 36.68756, "Burger King; USA"
-121.84969, 36.59995, "Burger King; USA"
-121.62754, 36.67075, "Burger King; USA"
-121.65292, 36.70473, "Burger King; USA"
-121.66475, 36.72141, "Burger King; USA"
-121.84180, 36.62175, "Burger King; USA"
-121.75331, 36.76225, "Burger King; USA"
-121.66483, 36.80018, "Burger King; USA"
-121.65724, 36.66397, "Burger King; USA"
-121.75319, 36.90696, "Burger King; USA"
-87.95959, 42.15523, "Burger King; USA"
-87.97342, 42.10772, "Burger King; USA"
-88.14783, 42.25690, "Burger King; USA"
-88.25798, 42.10921, "Burger King; USA"
-88.04578, 42.12142, "Burger King; USA"
-84.30273, 30.44847, "Burger King; USA"
-83.87024, 30.53555, "Burger King; USA"
-84.28488, 30.46369, "Burger King; USA"
-84.31322, 30.48511, "Burger King; USA"
-84.35191, 30.43591, "Burger King; USA"
-84.22621, 30.46067, "Burger King; USA"
-84.26167, 30.44196, "Burger King; USA"
-84.29103, 30.37592, "Burger King; USA"
-84.28062, 30.41349, "Burger King; USA"
-84.23164, 30.42696, "Burger King; USA"
-117.25439, 32.79302, "Burger King; USA"
-117.14947, 32.83268, "Burger King; USA"
-117.15264, 32.81341, "Burger King; USA"
-117.07783, 33.01358, "Burger King; USA"
-84.54821, 37.99706, "Burger King; USA"
-84.50010, 37.96674, "Burger King; USA"
-84.49625, 38.04695, "Burger King; USA"
-84.51788, 38.00820, "Burger King; USA"
-84.47824, 38.07180, "Burger King; USA"
-84.19920, 38.00113, "Burger King; USA"
-72.71499, 41.75130, "Burger King; USA"
-72.67341, 41.76613, "Burger King; USA"
-72.66815, 41.73804, "Burger King; USA"
-72.70918, 41.76643, "Burger King; USA"
-72.66207, 41.78911, "Burger King; USA"
-72.61290, 41.76395, "Burger King; USA"
-72.70975, 41.68281, "Burger King; USA"
-72.65895, 41.69975, "Burger King; USA"
-72.71446, 41.73156, "Burger King; USA"
-83.86957, 36.03357, "Burger King; USA"
-83.92420, 35.99731, "Burger King; USA"
-84.00258, 35.95747, "Burger King; USA"
-83.85042, 35.90957, "Burger King; USA"
-83.91315, 35.94820, "Burger King; USA"
-83.97460, 36.00931, "Burger King; USA"
-84.09326, 35.92279, "Burger King; USA"
-84.05924, 35.92288, "Burger King; USA"
-83.92757, 36.07076, "Burger King; USA"
-84.02160, 36.00700, "Burger King; USA"
-89.99189, 35.13432, "Burger King; USA"
-89.99754, 35.06052, "Burger King; USA"
-89.99011, 35.21716, "Burger King; USA"
-89.93702, 35.02065, "Burger King; USA"
-89.83603, 35.17822, "Burger King; USA"
-89.83975, 35.20503, "Burger King; USA"
-90.02691, 35.13765, "Burger King; USA"
-89.90147, 35.11445, "Burger King; USA"
-89.98429, 35.10460, "Burger King; USA"
-89.85943, 35.16172, "Burger King; USA"
-79.56705, 43.64462, "Burger King; USA"
-81.65341, 30.33240, "Burger King; USA"
-81.65385, 30.35466, "Burger King; USA"
-81.69552, 30.31314, "Burger King; USA"
-81.55838, 30.26722, "Burger King; USA"
-81.61777, 30.26656, "Burger King; USA"
-81.55298, 30.35239, "Burger King; USA"
-81.59719, 30.35180, "Burger King; USA"
-81.66079, 30.42992, "Burger King; USA"
-81.67867, 30.39002, "Burger King; USA"
-81.74061, 30.26078, "Burger King; USA"
-79.55041, 43.78750, "Burger King; USA"
-79.50501, 43.83463, "Burger King; USA"
-79.30769, 43.82777, "Burger King; USA"
-79.40872, 43.87653, "Burger King; USA"
-79.66908, 43.61888, "Burger King; USA"
-149.91051, 61.19528, "Burger King; USA"
-149.81263, 61.21561, "Burger King; USA"
-149.86554, 61.14457, "Burger King; USA"
-149.68576, 61.25209, "Burger King; USA"
-149.80493, 61.23971, "Burger King; USA"
-74.28173, 40.65923, "Burger King; USA"
-74.26175, 40.64020, "Burger King; USA"
-74.19895, 40.67518, "Burger King; USA"
-74.21453, 40.65255, "Burger King; USA"
-74.22127, 40.67164, "Burger King; USA"
-74.21589, 40.65271, "Burger King; USA"
-74.23383, 40.69938, "Burger King; USA"
-117.30915, 34.05039, "Burger King; USA"
-117.66088, 34.06330, "Burger King; USA"
-117.39612, 34.07079, "Burger King; USA"
-117.43642, 34.10662, "Burger King; USA"
-117.36161, 34.19275, "Burger King; USA"
-117.55165, 34.07635, "Burger King; USA"
-117.68619, 34.03349, "Burger King; USA"
-117.83621, 33.97572, "Burger King; USA"
-117.78730, 34.06152, "Burger King; USA"
-117.71942, 34.07834, "Burger King; USA"
-117.73970, 34.10723, "Burger King; USA"
-117.68961, 34.07738, "Burger King; USA"
-117.74931, 34.03643, "Burger King; USA"
-117.74955, 34.03318, "Burger King; USA"
-117.05524, 33.99398, "Burger King; USA"
-117.20159, 34.06335, "Burger King; USA"
-117.36149, 34.10674, "Burger King; USA"
-117.43569, 34.07158, "Burger King; USA"
-117.32265, 34.06658, "Burger King; USA"
-117.28110, 34.06325, "Burger King; USA"
-117.82325, 34.00960, "Burger King; USA"
-117.39815, 34.10636, "Burger King; USA"
-117.37075, 34.07052, "Burger King; USA"
-117.24542, 34.13584, "Burger King; USA"
-117.31382, 34.08940, "Burger King; USA"
-117.28499, 34.16476, "Burger King; USA"
-117.29378, 34.13595, "Burger King; USA"
-117.32232, 34.12133, "Burger King; USA"
-117.27854, 34.11641, "Burger King; USA"
-117.59331, 34.02799, "Burger King; USA"
-117.67017, 34.10530, "Burger King; USA"
-117.62833, 34.03000, "Burger King; USA"
-117.57595, 34.12272, "Burger King; USA"
-117.61911, 34.07761, "Burger King; USA"
-78.81459, 35.00501, "Burger King; USA"
-78.95818, 35.04306, "Burger King; USA"
-78.87902, 35.12865, "Burger King; USA"
-78.86444, 35.05205, "Burger King; USA"
-78.92665, 35.07371, "Burger King; USA"
-79.01740, 35.03526, "Burger King; USA"
-79.01370, 35.06463, "Burger King; USA"
-78.96560, 35.07075, "Burger King; USA"
-81.10088, 32.07083, "Burger King; USA"
-81.11114, 32.02905, "Burger King; USA"
-81.10070, 32.00726, "Burger King; USA"
-81.25467, 32.11813, "Burger King; USA"
-81.23073, 32.27834, "Burger King; USA"
-81.15097, 31.98239, "Burger King; USA"
-81.11992, 32.00498, "Burger King; USA"
-81.14932, 32.10348, "Burger King; USA"
-94.61181, 39.05485, "Burger King; USA"
-94.63866, 39.04198, "Burger King; USA"
-94.66515, 39.02234, "Burger King; USA"
-94.66519, 39.02224, "Burger King; USA"
-94.66789, 38.88188, "Burger King; USA"
-94.68647, 38.92626, "Burger King; USA"
-94.72371, 38.95733, "Burger King; USA"
-94.66931, 39.11673, "Burger King; USA"
-94.66770, 38.99255, "Burger King; USA"
-94.76625, 38.91207, "Burger King; USA"
-94.78400, 38.88368, "Burger King; USA"
-94.66228, 39.01412, "Burger King; USA"
-73.85648, 40.92835, "Burger King; USA"
-73.80926, 41.04902, "Burger King; USA"
-73.71999, 41.21509, "Burger King; USA"
-73.81358, 41.00304, "Burger King; USA"
-73.82920, 40.98142, "Burger King; USA"
-73.67086, 40.99604, "Burger King; USA"
-73.85653, 40.93099, "Burger King; USA"
-106.48836, 31.75576, "Burger King; USA"
-106.44503, 31.82680, "Burger King; USA"
-106.57436, 31.84011, "Burger King; USA"
-106.57699, 31.86521, "Burger King; USA"
-106.31890, 31.76611, "Burger King; USA"
-106.34423, 31.75400, "Burger King; USA"
-106.42220, 31.90349, "Burger King; USA"
-106.52920, 31.83002, "Burger King; USA"
-106.27089, 31.75875, "Burger King; USA"
-121.34899, 38.65893, "Burger King; USA"
-121.33619, 38.55667, "Burger King; USA"
-121.52380, 38.49481, "Burger King; USA"
-121.42873, 38.49533, "Burger King; USA"
-121.49754, 38.52454, "Burger King; USA"
-121.44449, 38.52847, "Burger King; USA"
-121.42828, 38.56645, "Burger King; USA"
-121.42094, 38.59687, "Burger King; USA"
-121.53937, 38.61580, "Burger King; USA"
-121.39757, 38.61795, "Burger King; USA"
-95.85603, 36.04631, "Burger King; USA"
-95.88653, 36.00464, "Burger King; USA"
-95.85074, 36.13340, "Burger King; USA"
-95.79426, 36.16063, "Burger King; USA"
-95.97557, 36.06074, "Burger King; USA"
-95.94114, 36.14780, "Burger King; USA"
-95.88781, 36.10453, "Burger King; USA"
-95.90455, 36.13430, "Burger King; USA"
-95.88671, 36.16046, "Burger King; USA"
-78.57760, 35.76785, "Burger King; USA"
-78.57009, 35.79905, "Burger King; USA"
-78.91194, 36.01689, "Burger King; USA"
-78.96000, 35.91996, "Burger King; USA"
-78.89249, 36.03505, "Burger King; USA"
-78.92897, 36.05917, "Burger King; USA"
-78.90931, 36.07485, "Burger King; USA"
-78.96117, 35.96725, "Burger King; USA"
-78.89509, 35.90186, "Burger King; USA"
-78.83444, 35.96805, "Burger King; USA"
-78.89408, 35.97083, "Burger King; USA"
-78.65025, 35.73126, "Burger King; USA"
-78.70650, 35.85901, "Burger King; USA"
-78.62785, 35.82106, "Burger King; USA"
-78.67787, 35.77698, "Burger King; USA"
-78.67843, 35.88348, "Burger King; USA"
-78.68517, 35.79375, "Burger King; USA"
-78.59272, 35.82026, "Burger King; USA"
-78.61278, 35.83781, "Burger King; USA"
-88.99813, 43.18337, "Burger King; USA"
-122.11907, 37.99407, "Burger King; USA"
-121.96062, 37.94966, "Burger King; USA"
-122.02757, 37.97524, "Burger King; USA"
-121.99219, 37.96401, "Burger King; USA"
-122.06379, 37.97267, "Burger King; USA"
-122.04384, 37.97193, "Burger King; USA"
-122.06213, 37.96716, "Burger King; USA"
-122.06305, 37.92576, "Burger King; USA"
-122.09360, 37.95911, "Burger King; USA"
-122.06120, 37.90396, "Burger King; USA"
-94.89015, 30.04394, "Burger King; USA"
-84.18261, 39.74279, "Burger King; USA"
-84.13814, 39.86442, "Burger King; USA"
-84.13015, 39.81601, "Burger King; USA"
-84.12189, 39.76986, "Burger King; USA"
-84.11917, 39.74442, "Burger King; USA"
-84.14096, 39.70375, "Burger King; USA"
-84.22174, 39.67454, "Burger King; USA"
-84.22511, 39.63803, "Burger King; USA"
-84.12902, 39.68628, "Burger King; USA"
-84.28530, 39.82147, "Burger King; USA"
-117.87343, 33.66055, "Burger King; USA"
-117.83481, 33.68101, "Burger King; USA"
-117.83458, 33.69989, "Burger King; USA"
-117.40349, 33.36635, "Burger King; USA"
-117.75159, 33.66170, "Burger King; USA"
-117.74384, 33.64282, "Burger King; USA"
-117.78631, 33.70539, "Burger King; USA"
-117.85656, 33.66465, "Burger King; USA"
-117.25981, 33.94247, "Burger King; USA"
-117.54444, 33.86483, "Burger King; USA"
-117.58456, 33.87730, "Burger King; USA"
-117.46301, 33.97695, "Burger King; USA"
-117.56023, 33.90954, "Burger King; USA"
-117.45405, 33.94079, "Burger King; USA"
-117.43501, 34.01139, "Burger King; USA"
-117.35792, 33.97555, "Burger King; USA"
-117.45803, 33.90764, "Burger King; USA"
-117.56483, 33.88425, "Burger King; USA"
-117.22589, 33.80252, "Burger King; USA"
-93.38841, 44.93709, "Burger King; USA"
-80.25341, 26.24458, "Burger King; USA"
-80.26473, 26.02318, "Burger King; USA"
-80.25178, 26.04678, "Burger King; USA"
-80.29827, 26.00764, "Burger King; USA"
-80.37461, 26.00773, "Burger King; USA"
-80.16319, 25.98518, "Burger King; USA"
-80.15014, 26.12212, "Burger King; USA"
-80.25139, 26.09359, "Burger King; USA"
-80.15573, 26.20455, "Burger King; USA"
-80.13685, 26.10011, "Burger King; USA"
-80.23202, 26.13587, "Burger King; USA"
-80.23232, 26.07242, "Burger King; USA"
-80.24438, 26.19429, "Burger King; USA"
-80.18170, 26.18669, "Burger King; USA"
-80.28474, 26.16966, "Burger King; USA"
-80.26535, 26.27181, "Burger King; USA"
-80.25224, 26.23986, "Burger King; USA"
-80.12468, 26.13743, "Burger King; USA"
-80.32486, 26.14481, "Burger King; USA"
-80.20411, 26.21229, "Burger King; USA"
-80.14329, 26.03231, "Burger King; USA"
-80.15297, 26.01125, "Burger King; USA"
-80.20668, 25.98653, "Burger King; USA"
-80.15345, 26.27437, "Burger King; USA"
-80.20470, 26.23601, "Burger King; USA"
-80.20794, 26.01866, "Burger King; USA"
-80.24691, 26.00923, "Burger King; USA"
-80.19467, 26.03268, "Burger King; USA"
-97.53890, 25.96881, "Burger King; USA"
-97.63555, 26.12756, "Burger King; USA"
-97.49507, 25.93238, "Burger King; USA"
-97.51157, 25.92429, "Burger King; USA"
-98.29578, 26.19643, "Burger King; USA"
-98.25456, 26.15052, "Burger King; USA"
-98.24253, 26.22114, "Burger King; USA"
-98.21960, 26.23877, "Burger King; USA"
-98.20060, 26.27284, "Burger King; USA"
-98.23477, 26.26799, "Burger King; USA"
-98.23177, 26.19342, "Burger King; USA"
-98.20669, 26.23726, "Burger King; USA"
-99.47262, 27.57145, "Burger King; USA"
-99.51180, 27.59051, "Burger King; USA"
-99.48226, 27.53057, "Burger King; USA"
-99.48163, 27.50661, "Burger King; USA"
-99.48827, 27.54825, "Burger King; USA"
-99.50432, 27.54069, "Burger King; USA"
-99.50430, 27.53093, "Burger King; USA"
-99.50249, 27.56679, "Burger King; USA"
-99.50856, 27.50563, "Burger King; USA"
-98.16757, 26.20446, "Burger King; USA"
-98.20343, 26.20204, "Burger King; USA"
-97.42909, 25.94281, "Burger King; USA"
-97.47526, 25.91031, "Burger King; USA"
-97.48081, 25.89721, "Burger King; USA"
-105.11016, 40.40732, "Burger King; USA"
-105.07683, 40.52967, "Burger King; USA"
-104.73518, 40.39812, "Burger King; USA"
-104.72460, 40.42286, "Burger King; USA"
-105.09621, 40.55322, "Burger King; USA"
-105.00753, 40.58300, "Burger King; USA"
-105.07645, 40.60989, "Burger King; USA"
-105.00035, 40.70442, "Burger King; USA"
-105.07758, 40.42132, "Burger King; USA"
-96.99301, 33.02519, "Burger King; USA"
-96.74961, 32.96208, "Burger King; USA"
-96.99178, 32.86488, "Burger King; USA"
-96.97851, 32.83720, "Burger King; USA"
-96.99954, 32.70961, "Burger King; USA"
-96.63071, 32.91205, "Burger King; USA"
-96.61917, 32.71929, "Burger King; USA"
-96.61185, 32.79470, "Burger King; USA"
-96.79670, 33.09619, "Burger King; USA"
-96.89019, 32.95082, "Burger King; USA"
-96.69570, 33.01112, "Burger King; USA"
-96.56945, 32.90670, "Burger King; USA"
-96.88706, 33.01409, "Burger King; USA"
-96.65300, 32.93065, "Burger King; USA"
-97.05988, 32.89198, "Burger King; USA"
-96.88936, 33.06688, "Burger King; USA"
-96.99492, 32.75721, "Burger King; USA"
-96.63152, 32.83469, "Burger King; USA"
-96.95799, 32.95474, "Burger King; USA"
-96.77017, 33.02696, "Burger King; USA"
-97.00928, 32.83327, "Burger King; USA"
-97.04425, 32.67419, "Burger King; USA"
-74.19246, 40.74025, "Burger King; USA"
-74.25012, 40.88914, "Burger King; USA"
-74.16179, 40.73324, "Burger King; USA"
-74.12161, 40.85455, "Burger King; USA"
-74.17620, 40.77875, "Burger King; USA"
-74.14839, 40.74768, "Burger King; USA"
-74.16686, 40.76146, "Burger King; USA"
-74.16809, 40.91563, "Burger King; USA"
-74.22562, 40.76218, "Burger King; USA"
-74.23702, 40.95987, "Burger King; USA"
-74.18191, 40.92928, "Burger King; USA"
-74.20785, 40.88102, "Burger King; USA"
-74.14092, 40.92322, "Burger King; USA"
-74.22542, 40.71555, "Burger King; USA"
-81.77011, 41.47695, "Burger King; USA"
-81.76285, 41.46406, "Burger King; USA"
-81.75689, 41.41863, "Burger King; USA"
-81.79670, 41.40452, "Burger King; USA"
-81.55505, 41.52029, "Burger King; USA"
-81.53218, 41.50143, "Burger King; USA"
-81.61402, 41.42810, "Burger King; USA"
-81.69336, 41.40506, "Burger King; USA"
-81.51931, 41.52135, "Burger King; USA"
-81.72722, 41.44003, "Burger King; USA"
-81.70395, 41.44286, "Burger King; USA"
-81.65171, 41.51697, "Burger King; USA"
-81.64399, 41.46185, "Burger King; USA"
-81.76578, 41.44612, "Burger King; USA"
-81.80169, 41.48486, "Burger King; USA"
-81.68431, 41.35685, "Burger King; USA"
-81.63138, 41.41423, "Burger King; USA"
-81.73733, 41.48238, "Burger King; USA"
-81.73385, 41.46079, "Burger King; USA"
-81.57298, 41.41746, "Burger King; USA"
-81.66820, 41.49960, "Burger King; USA"
-81.52575, 41.60832, "Burger King; USA"
-81.69271, 41.41938, "Burger King; USA"
-81.56463, 41.44993, "Burger King; USA"
-81.62755, 41.50363, "Burger King; USA"
-81.80029, 41.43373, "Burger King; USA"
-81.79294, 41.45442, "Burger King; USA"
-81.70572, 41.46966, "Burger King; USA"
-81.83628, 41.27529, "Burger King; USA"
-82.13462, 41.43130, "Burger King; USA"
-81.80304, 41.23816, "Burger King; USA"
-81.72902, 41.04977, "Burger King; USA"
-81.35414, 41.24281, "Burger King; USA"
-81.52045, 41.31386, "Burger King; USA"
-81.44707, 41.31126, "Burger King; USA"
-81.44168, 41.08579, "Burger King; USA"
-81.46591, 41.11041, "Burger King; USA"
-81.43833, 41.20276, "Burger King; USA"
-81.62888, 41.26700, "Burger King; USA"
-81.65380, 41.13408, "Burger King; USA"
-81.35500, 41.13682, "Burger King; USA"
-81.34965, 41.15383, "Burger King; USA"
-81.40384, 41.16631, "Burger King; USA"
-81.86326, 41.15267, "Burger King; USA"
-81.79024, 41.13604, "Burger King; USA"
-81.49642, 41.07692, "Burger King; USA"
-81.61811, 41.13223, "Burger King; USA"
-81.57578, 41.11226, "Burger King; USA"
-81.57079, 41.06436, "Burger King; USA"
-81.48211, 41.11906, "Burger King; USA"
-81.50841, 41.18315, "Burger King; USA"
-81.50831, 41.14579, "Burger King; USA"
-81.50085, 41.40956, "Burger King; USA"
-81.85318, 41.38729, "Burger King; USA"
-81.72469, 41.31403, "Burger King; USA"
-81.83662, 41.32265, "Burger King; USA"
-81.82635, 41.37208, "Burger King; USA"
-81.43391, 41.38405, "Burger King; USA"
-81.32625, 41.67263, "Burger King; USA"
-81.36111, 41.70806, "Burger King; USA"
-82.11939, 41.42733, "Burger King; USA"
-82.20018, 41.41806, "Burger King; USA"
-82.20248, 41.45024, "Burger King; USA"
-81.20954, 41.58103, "Burger King; USA"
-82.13283, 41.46524, "Burger King; USA"
-82.11064, 41.36766, "Burger King; USA"
-82.10594, 41.39263, "Burger King; USA"
-81.98186, 41.40587, "Burger King; USA"
-81.84568, 41.46378, "Burger King; USA"
-81.24479, 41.72753, "Burger King; USA"
-81.30029, 41.71506, "Burger King; USA"
-82.07465, 41.37806, "Burger King; USA"
-81.53681, 41.39302, "Burger King; USA"
-81.45404, 41.52023, "Burger King; USA"
-81.52562, 41.43169, "Burger King; USA"
-81.09123, 41.46313, "Burger King; USA"
-81.33949, 41.52200, "Burger King; USA"
-81.87171, 41.43860, "Burger King; USA"
-81.91338, 41.41962, "Burger King; USA"
-81.73468, 41.40566, "Burger King; USA"
-81.78156, 41.38165, "Burger King; USA"
-81.89238, 41.37237, "Burger King; USA"
-82.01881, 41.49221, "Burger King; USA"
-82.02439, 41.45844, "Burger King; USA"
-82.07681, 41.42469, "Burger King; USA"
-81.46810, 41.64263, "Burger King; USA"
-81.48323, 41.58325, "Burger King; USA"
-81.37782, 41.66014, "Burger King; USA"
-81.37258, 41.63866, "Burger King; USA"
-81.43977, 41.62414, "Burger King; USA"
-106.46140, 31.77830, "Burger King; +19155622130"
-82.21038, 41.38164, "Burger King; USA"
-122.03217, 37.36745, "Burger King"
-117.12196, 33.13110, "Burger King"
-73.89718, 40.93374, "Burger King"
-93.29641, 37.18211, "Burger King"
-93.26265, 37.17624, "Burger King"
-95.85059, 36.07557, "Burger King"
-90.17069, 32.30354, "Burger King"
-90.22655, 32.29079, "Burger King"
-94.68535, 38.85466, "Burger King"
-90.22846, 32.24619, "Burger King"
-89.03373, 42.25397, "Burger King"
-88.13997, 42.16154, "Burger King"
-95.67643, 39.04435, "Burger King"
-91.70269, 42.03446, "Burger King"
-88.14344, 41.52215, "Burger King"
-121.35980, 38.02138, "Burger King"
-119.81358, 39.52615, "Burger King"
-119.79311, 39.48488, "Burger King"
-88.24413, 41.75903, "Burger King"
-82.73991, 27.72097, "Burger King"
-88.20780, 41.75885, "Burger King"
-88.17612, 41.48953, "Burger King"
-121.31940, 38.00814, "Burger King"
-122.37268, 47.62988, "Burger King"
-122.32094, 47.61347, "Burger King"
-119.23620, 34.26306, "Burger King"
-90.25218, 32.32856, "Burger King"
-105.08145, 39.71816, "Burger King"
-72.92631, 41.30628, "Burger King"
-119.81307, 39.52618, "Burger King"
-122.36133, 47.24336, "Burger King"
-122.07886, 37.66634, "Burger King"
-104.91757, 40.47950, "Burger King"
-111.86866, 33.39314, "Burger King"
-111.90883, 33.40716, "Burger King"
-83.04601, 42.49692, "Burger King"
-117.36680, 47.62805, "Burger King"
-117.42211, 47.65790, "Burger King"
-111.90987, 33.34918, "Burger King"
-118.03270, 33.78817, "Burger King"
-72.70269, 41.78673, "Burger King"
-118.26371, 33.82405, "Burger King"
-111.83976, 33.45158, "Burger King"
-117.91947, 33.77539, "Burger King"
-101.89268, 33.57766, "Burger King"
-79.34228, 43.70799, "Burger King"
-117.26642, 33.93920, "Burger King"
-117.27075, 33.91061, "Burger King"
-118.06642, 34.06272, "Burger King"
-117.78786, 34.04823, "Burger King"
-117.21883, 33.78219, "Burger King"
-118.22658, 34.14408, "Burger King"
-117.51470, 33.88522, "Burger King"
-117.83562, 33.79152, "Burger King"
-117.33786, 33.88716, "Burger King"
-117.29640, 34.10319, "Burger King"
-117.26968, 34.06656, "Burger King"
-97.06372, 32.77396, "Burger King"
-97.34912, 32.79216, "Burger King"
-96.85073, 32.95327, "Burger King"
-97.47600, 32.72446, "Burger King"
-97.33813, 32.73702, "Burger King"
-97.26148, 32.75872, "Burger King"
-96.60220, 32.74042, "Burger King"
-89.32563, 43.05849, "Burger King"
-115.07818, 36.07070, "Burger King"
-96.84245, 32.98644, "Burger King"
-96.70011, 32.91698, "Burger King"
-96.68098, 33.01809, "Burger King"
-118.35246, 33.83117, "Burger King"
-97.50342, 25.98190, "Burger King"
-97.42151, 27.74497, "Burger King"
-118.29987, 33.83154, "Burger King"
-97.49966, 25.90225, "Burger King"
-118.35240, 33.89997, "Burger King"
-93.72120, 32.41727, "Burger King"
-97.41284, 32.67698, "Burger King"
-97.06730, 32.70579, "Burger King"
-97.04893, 28.02815, "Burger King"
-95.09847, 30.02065, "Burger King"
-95.09701, 30.02101, "Burger King"
-90.15453, 32.21838, "Burger King"
-85.22663, 35.01226, "Burger King"
-86.20644, 32.38188, "Burger King"
-79.81366, 40.43042, "Burger King"
-76.80815, 40.26647, "Burger King"
-80.17303, 26.31754, "Burger King"
-80.39106, 27.41724, "Burger King"
-81.07089, 32.02714, "Burger King"
-87.18897, 33.52012, "Burger King"
-81.07230, 32.04432, "Burger King"
-79.83057, 40.53861, "Burger King"
-85.31041, 35.05375, "Burger King"
-119.35732, 36.30607, "Burger King"
-84.55000, 38.04693, "Burger King"
-122.52248, 47.25546, "Burger King"
-88.04826, 30.68791, "Burger King"
-86.27108, 32.36811, "Burger King"
-86.33013, 32.32652, "Burger King"
-84.56417, 37.90134, "Burger King"
-85.15470, 35.04103, "Burger King"
-85.16489, 35.04334, "Burger King"
-76.80105, 40.31180, "Burger King"
-86.26135, 32.32708, "Burger King"
-84.45134, 38.00658, "Burger King"
-122.48361, 47.16382, "Burger King"
-149.88783, 61.21757, "Burger King"
-149.95047, 61.13754, "Burger King"
-90.13524, 32.26932, "Burger King"
-149.86816, 61.18732, "Burger King"
-77.13152, 38.81445, "Burger King"
-76.42487, 36.98773, "Burger King"
-76.25239, 36.92468, "Burger King"
-120.99411, 37.67667, "Burger King"
-120.99029, 37.64437, "Burger King"
-120.97425, 37.61010, "Burger King"
-121.03326, 37.66855, "Burger King"
-87.55047, 33.19932, "Burger King"
-79.84349, 36.01555, "Burger King"
-74.17960, 40.91361, "Burger King"
-78.93077, 35.03164, "Burger King"
-78.92749, 35.04518, "Burger King"
-80.29795, 36.07316, "Burger King"
-78.95095, 36.02132, "Burger King"
-149.83406, 61.18082, "Burger King"
-149.77827, 61.19595, "Burger King"
-80.31408, 36.11658, "Burger King"
-80.01858, 40.45007, "Burger King"
